fid,duration
008415cb918e23fe40720081e9d194a6,506036
0085a03a25ef76303e6e4c903090e787,430572
008651b336e93b3b65a609c2133aa775,490719
00867981033d6a15171908cb03f692ff,506972
0087304d5bee451f0d82c7407b0fa7d1,77638
0087e85caf760ff171b1774bafcafcae,344190
008c37885beb7ed4594044d00beed7ca,439879
008d2c7b1caae0f098c30d70a8acb6a0,95475
008e0adaa5f026a92d949f90efb9f0f0,514205
008ee5845d546a5358a2d767b710789d,328062
008eff9a9d3a932e437894b6a9972728,44556
008f05a1d546331a8ccd69d1268921e7,471446
008f43f81999afb64e1bae5e5721afd3,473685
009013d362d08e7f4ea6e6e567b8da22,462951
00901ea1819d497e197738a21cf4b5d6,323938
00908d7e1814e3e29ba727cc4b2d8563,332393
00922d1ed5b49ae8699014b2ea696ea5,434816
0095b895c30c0a808284a132f92843d8,310964
009693719149a85bfee3e36aa63b7770,445260
0096f234c78c4e9a1990d737bb350fde,500267
00976c6b03b0aa47bb934731ff79d2ad,510027
009882dad455dca89cbb5bdc0b495e41,515195
009a3cfb532627efc6c5e0d62cd89e7e,56519
009a45f45781cd94e3baaccc9edf656d,446256
009a798a6580be697979a13ffb2ee245,464459
009baf7faae650778cf96b8b4a572aa0,433125
009cd3bf304fa3987169cc0199933c90,286799
009d90dc707faae423cb590f1e5e864e,516318
009e8d71772576e345c4dace9dd20244,435586
00a00ed7bbfbcc4feeb53263a3773039,146593
00a0fadf6f4b4d244459b3bc8f6ee7fa,41694
00a140389d9650a6c3b9192045b54d1c,472018
00a1d10d97c2ec77aaa4845b5ca19029,70351
00a252a0d275ff418aa5606f457feeb2,464083
00a2772bc5f56dba2b525c26a92b90e8,433939
00a2a5243fe2057745859a4a244e53b7,504764
00a34ea3fe0d6f3c27127146e1398501,466824
00a3c537afa4b6497d87742d8cb58df7,1507
00a3d5dfda00429b06b2362f863d1a64,184563
00a4786fb31e7f35b49040e8bd81cc91,514180
00a56675df9b0d63beeb4c1d79dbec25,514277
00a60a703e39d0e595e41b0a5034ba71,446315
00a63f5212e08df2a9e2e9839dfca110,471812
00a6b5b32d1949486b3b446f655ca447,18875
00a6ece3b961c3cfea8498bf0ff5bac2,515097
00a817177758acc0d47d3f96c5d5fc0c,32755
00a885e87beb6fb1f6ca6ee9eb783779,491096
00a92b584bfcf58b70d5e965e91da03c,170941
00a9dcdfad9a8166235000d150bb46e6,490482
00aa6542e78f023ef7a19387fc5f2bdd,469894
00aa8fad273d0133487f91b66bae0e10,61794
00aaa21cc049207866b35707ab105a86,508855
00aac75ea2e04c36519aa640dd1f54d8,497564
00ab96cda83fd99958c173f848c53e61,459678
00ac3c9f6f8b58b3d8be991c44e11872,512124
00b23a6c3f2ddb0218c6d15b6bb0faac,340069
00b2ef889fde67e71ea9d0405646b6bd,435296
00b3f09664578f5f2a4df6f2cf2a1290,213242
00b406b8ef8411396c26f8218be6f3b1,452183
00b572374dcad1b5463a576556de0ba6,8261
00b65952473e1d18eca456562cbf2fb2,445884
00b66b08cd51d551309c4023a6962aac,513105
00b6ee2c6c8b1c4e4ab4e3cdbd6a90a5,171765
00b728a7ed0b0c36e7fd98a0e77c923a,453759
00b9dbff0bfdf530b5cd3ad28ca8e981,485502
00b9ffebfc0da2b5c1775be21eecd56a,447675
00baa8960e771066b3929d8d121e5770,232819
00bb0d62470340c81cc56348abe47b51,100054
00bc206a9dc830b03c67bdbcf451cbaa,162118
00bceed348272898634633a39a24c765,453839
00bd372986eb4b195a2646a18893e6be,2000
00bddeef85fbaddadcb9665872640829,420268
00bde0f34ee065989b7a816c80e191ce,452219
00bf11cf3da869516c332fb98a52713e,476447
00c05e46dac14fb20bdf8f9f0e58be17,442477
00c09ea30d0bcb24b51a78628655f1f1,42168
00c0a22f61b1b165d773997909a28f71,447629
00c16cb2394a932c094c401c15c45c4d,374570
00c236ddc7a2d44f8d15de2d7304cb75,499136
00c38840def1d65ac83b21a8208693fc,473258
00c3ce653208ea79060d3f076157fea6,399113
00c53dcce81a8ba2428ee204ecd68185,352462
00c57056a3a3b656fe7a0321fef871a9,491038
00c636c3cb406c9403f81a0ab8286a9d,313051
00c664a1dcb04fbc5ae86ab50a10f77e,58182
00c797e69c59bbfaca62c4fb19cc6b85,432386
00c7ef258302fc8c20df1de4ad0b962d,517685
00c83e8ccaca1434ae3a59950327f983,475718
00ca7c1bdccd3a1eaeb9125f96b470cf,447
00cc3e15a0f2aad83d53752c10fbd2e3,436603
00cc81766c7a791c6ba05ea62e0bcdd2,510549
00cd4a26a4b6db4736b447d93863b18f,197558
00cda8a49d3a6878b8ba80d6c6ac3c4f,500100
00ce7cccc7b8c9639860ffa19e355254,516152
00d143869adaf263057fb533b7c1d61e,450816
00d19cbc2df90fc05d56148ab6360aa7,459011
00d19cf6a766f7060f13448eb258f6d7,494221
00d252bc6aad147b8d29aaf3a6255836,515818
00d367d7f36b9840ce8ab6caf3fbb2bb,496233
00d37d5360716660f7f51b14053d4c8d,85093
00d3ce1d4f01f0f497e4d4d369cbaf1b,514472
00d444d44957085b14c7078ca6793f26,356543
00d4723e2b80b5aac1b80a235bdb1f49,476763
00d8d1eb482233a6a7f2bf3a6ed7ebc7,155020
00d8fec40695a9d9da87c86003869f29,370459
00db47ab7c8df3bdc549ab89e1c2e904,515497
00dbb1cc42124292b3998ebcc0134943,502280
00dc2e63f26f7dcb35340c72935dae2c,263264
00de1a7e808bec8cfdf52d2a971f1c04,479032
00dee1252a694975244cfdbabeb6e46a,484967
00df24c215c115ce2a480d9c409e2d7c,510854
00e03b46749b190b0a8602d9c32dc231,503128
00e0d45fdb882471616e94d934f3313f,486926
00e38667bc44fd73e4bada176092fcb8,280300
00e4698bbbf5202c565273ff9bdcc16c,43856
00e4b9e7c0e261f615ca02578e47de14,428103
00e5afed4af58cd2d8818583c5697116,291251
00e610e41fd17eaf31bcaa3390045a90,164867
00e7105f299e66237d27bd2b20ccf6da,437753
00e80be5bd7c9bb30954959ec371b1fc,174525
00eb06a8d48130e32b8b465bdbd96df7,505641
00ec0cf8da425735b8c8fa96a623ce46,441464
00eec152d2ffff48b4fe1202ee265f60,439702
00f1b1874fec6915619e9dbf3a00d496,474146
00f282dfd3362865b4612da162ceff71,490873
00f34aa6c8bd117dfd80b739127a14df,431540
00f3ac0f0e8def1b6704f0af4144668b,377425
00f4c279a319992cb29bff72dc16045e,468903
00f4d3339d5d2eaad3aa085385ed2fc6,380393
00f53907dc82050dbf3314dfb5e0aec1,515211
00f5aecb9b058eebbe7f90aa3e86b60f,454071
00f6679a76e9cc7a79146a14336b6349,484765
00f678b9c8b689b48b7ae3edc0d9566c,417450
00f6fe8bb430c59a839e24da8d78af98,479444
00f83db3c40ce4941a6ec9781803d83a,509081
00f96c3786f8487ac1fb66fdbfd0d314,475096
00f9f159507a6a1fc28378a70c170ce1,472535
00fa086ba21f84eb19d2c9791acaab98,199784
00fae8510bd2b149bd4ec77598382e4d,515280
00fd343e99d6a93f719b6580394a64a7,444991
00ff41de2fab610efb3a2a0a1e6a525e,461599
0100aabd5726c023e7da3629d924d31d,465475
0100f1e9d8207a46ebc89b48173d7804,478295
0101c0baa79129d7d7a0f45f0a0503b4,501245
0101e9c1de9502b14054fe7e08a97301,508678
0103339ec2be7d31d5b6ce544e22de72,449462
01038b3c68f64a439322619445685903,106633
0104f78977bad82cdfa8e3e9a7aee366,513598
0105890a2f1f0214585c3888aebeae30,290397
0105958355ed34ecb88d8089f61d65ee,481915
0105c2415d5d247a4d4a2c086a402c81,446874
0105e27c0ad772415bbac699ddd4ef31,486009
01063a9524ef5a935e38ebe73cd2356b,15865
01069d4db6479b40f98440aee63a53e3,511083
010703eda5298ad436f32ac0e0f99503,273503
01079dbbb06a2a0d9c7459a060c5a1e9,193314
0108858e5ba76d116334e9844bda6529,508256
0108caaa0e24e132653b70b9da487402,293692
0109b6abd6c4d35f16f999e155d4fb04,384231
010b80dbe3cdc8f294e8448c0ff06075,44030
010d2d9b0c0274599fe39d65ac226125,505650
010f06af1a2585257914b03aea5edde1,472324
010fe9b243ec235d7fcbda0c85c73d50,444466
010ffb4f4e1160d1b49d73c7338615b0,164068
0110c30ab2ba888a43cacbfb16b7cd97,492804
01129ebcec5b5cecf1383617d06dbe61,386636
011362d80367aa2902e85b2c7dfb3815,435176
011369beb2e171a204a2d7ffe86fcda9,421756
0113ea994de093de9c0723d8ba930010,498141
0113f87f63fea04eb877b7dccb9164d6,3575
01141846bba730c8933a3e536a194407,450588
01157a87ec6ae63b8ad5b562ab267fac,486091
01179e527d1a629ec0309c9ce714726b,474101
0117c95e850a62ec44ea8893056ecfef,316641
0117cae93297a7f66c5f58867a7baa8e,349464
0117e5a960330a22cf0a832720aeba14,518005
0118a798f1261a80bd3e6fbad08e70c7,210100
0118c2f1cfe6c8061284a364e7b911fb,469483
0119380356f76ff0274ac3bfe361a294,518350
011a09a9b3cbfb1942142b09108f12d4,438684
011a97436388f2cb59bd3ac5c87f9c23,361967
011be2a3cb9f5f6d9cbb31bddb9d381c,206892
011c29780057dfa493636f7d750f2565,509068
011c5523dbbec44679fe542c50eeb282,485169
011d257435de62a829c1d2c79bb2d23f,442834
011d26c51eb4d40a3b30ceff5b7737dd,517948
011e66f3060a2b317c88fefeb12f880a,506392
011f5fbc1c3b7126ae2a56832eeb548b,114228
012095c0322d76b3f70bf59dc95cc628,455425
0120b022fe5f9e882bc4f25153dad77a,517967
0120c63cb633cc17c0488d945a238679,203175
012119e10778107ac81eb11f818ea4d4,216165
0121cde920e7593c329ac2024b3b07f5,451303
0121e898cd080775c94127708be5fa35,262237
01248242101dc2a963bfab3b6fcdec42,512867
01248c3d45ab196ca920fbed2ba533aa,350157
0124e3aff8b2982cf30d61e4a960e38e,518123
012707feb1714a0a5052d664898c371b,500045
0127a7fab1a1e2759c3b55755dbc0144,305428
0129be0c2613520f29527881dc11dae4,510538
0129ee48f1a482fa65d890e203ef2f58,492501
012a1db94139fe69701fc5905e40d5cc,516341
012a5163d643359a9419435f17439caa,483925
012b0d44cfbdc570e580683e0d293f3a,467984
012d779df2755616e564d637f5578e17,487816
012db2ea8c998773e7374a345e63d820,499759
012db66bd0c3f638a095f5cc21b4a505,449874
012ebdb4c1bf3d01370446c4bc6eb59c,497168
012ebe9a6e1761c64c13ea6375a33b4a,464575
012f7033e5adfa827853d0592482b7d8,265856
01304d67cd20f5743124e3fee4a9a269,415163
01307772476d9751cacda4635f75f99a,473887
013142f458b52211a12551174772d388,442002
0131d2719ab629425e424fddb1cbeb5c,113042
013208f16184aef4910ece2e85d567e1,452251
013245b5b40336258c4af105791b0405,468534
013270c27052d267fea0c6c65f5851f2,477054
0132d1c6c97f76e9219a0c6cef04cd31,971
0133c7e7efd5f8e28281c825cba301f6,455004
013493db180f2f8f53d8fe3aabf10660,453043
0134b674f98c020341ee9c9298c558db,259695
0134c1dd20ac87b13aa21394a57c5dcb,517485
0134db08423cc29bec19b297b77dc4fc,484790
013500ae273c0c641884ba7e2fd96047,280210
01350d0d553919348b4aae434ac010b5,483360
013655a83736d6365f2b3dced46eb064,433699
01365e65b4ef9881e29ba4541ff7c837,199473
0137675eabc8961639762b10c4dc0dc9,510674
01376ca237b0583f5000d9ece5568c0f,517319
013778e26384caee7f7ff3c986ab1f40,437902
0138b5af458b908474f5427e85c8aebc,398458
0138d1d32348eddc93422e090ba3b169,483307
013aecfd14b2680cde44af2716882f1f,502356
013bec1afeb7051913c988f488dfa5f8,471363
013d7e4416455b41af7cefefa514dd71,496998
013d84ca20590e901c0e38cc5fcf38c2,504495
013dc23a9f433072cf87d73cfb918b6d,506656
013e19d42416777e69460ae0f260c193,434917
013e26f81ad4ee2659da3cc035ca5ed0,360893
013e31eedc1f60c2c5167b1d08870154,432903
013e823dcd50f73abd73f16c0d96fb17,517558
013eb1a7e86488d15da82d74974e0d0f,241620
013fd281761a7cfd5971b205b7cb221d,480647
01402ba67b89074f68c2d212b440b3c6,16284
0141905f66f3c0b1003193738cf56cd6,511981
014591d03e466af2d3becbb36d5934ad,490169
014618667125932127bc13a877ff54c3,86022
0146e2ff1ad8421ec98ecd0bcb1ddc8b,507707
014743e144cc0e3e3931b50334162394,498845
014a5045e3359bfcb0b1157f0a11d561,97640
014b04095edb65a19a64bd51efbf0b0e,477683
014b1bec8bdc7d4f7c0342bda501d0b6,449076
014b946b33d2fd782f52d6d7c4ba2fb3,18364
014bab5c3e8117ca49dc11c621b7e7da,439009
014bfc7bb0192ed1e2e67dd5d709d0ef,475994
014c7622d54466bf4e3de06c068f3ce1,441152
014cd82bc70c00df6212e77d9e0a807b,517332
014d0e852b584a6ef60e8b208ba01650,488170
014d1a796c831bb2409e33902021c468,449048
014ea5c38956a518f368acd21c217982,503812
014f6065eba897039b2af780e3320ac0,518296
014f96c80c1accb029ec3a50a14ddadc,473689
0151353de779513f65b060f9e2ee18d9,493014
0151525f7bfb0d8998ab4b58943c3a30,497467
0152a8297a704d97af37221609390303,460179
0152e951e4e1c0517a040371ed3cc17e,448669
01543ff27bdc6f2c61c78154a6ebfc6b,515175
0154f70fa6771ba1cce2191360e3e4c5,362831
01555b4ae6b212e04330b43a872899d8,491256
015576e5bc552d5d26e926c6c8056424,509788
0155b94db8f34a68fdfbd98a4867594b,412400
0156d0026443e93267a07cede4205ae1,333705
0157aca1a3b6966d4251cb0c1a55d130,449637
015888cd22f276aaac61b183e93bb602,469905
015af27085bd2d8ba11544865a7ce1a7,127160
015c8b8654428533d012a81ed55254ed,252544
015e38555f3cef4f896db4dacfe08152,441765
015e91538366678bd043c1f79a1977af,452525
015f4d2f39f3cea90b9e4ea24aac0e31,452471
015f652a574821653af17128729ae868,429591
015ffaf9c4dd807bbb566c43d016ca9f,447195
0160aa90a4e6ad1510d5aa48a34fb696,466590
0160ff212f7026b45544a64c1ae29daa,430833
01611731cf6deb5924d5a572191a86bc,469232
01624d9daf7c9026c6c67c31e25fd088,412864
01627d466979f93331546813e8e554a2,209234
0162a2c75cec0e3b96f7aba6fcc5b487,479905
01642ed975dabb80f74eb0928d909fb4,226236
01650a28faf761b991ed28c14e550106,470005
0166606aedbab7dcd5ba2e5ac02d9250,351021
0166b83b0560064fec6307808958c54e,156589
01679bbc7b78dcfcc67541e1e26170de,438375
01683f820defa0c427c10973aa25233f,168018
0168a795bdab8ee65efa855ff41ccdfe,42658
016903d94dfa6806a0acb81eb011a5ca,457948
016966b1407941a8e9ab630f8b8a5e50,1678
016974bba6afb21adabd61df69d69592,378339
016987c63a96e2714ad617854a4759cf,454041
016bdc9a048a13228638df9c26edf470,412758
016c8e14f3adbd58b9cf01e780449d1b,454079
016cddfa645d2dc3962498d47ffe623e,484294
016cf99e4ce172bf7c3ccc50203766bc,498237
016d61c11a7303c6af07685eeeb152f2,468641
016dcdf9795bf0331c762da3cacde412,483200
016e80b833af40173659440bb6761a3a,513072
016f13e8ceb1ecdabb46a19bd126a767,494752
016f1bc272c32459f6c82217d1e41cfb,436016
0170088162f058863e2523994a34b46b,506960
0170c892470744567257a658fd3e9d39,438740
01711bf24668c047656fef8d8992d7f9,459240
017122622d1bda25850d679dfc444c8a,138320
0171a8a8a20c21233936741dc7a1b7c0,504890
0172a303dd11c388cd609f0e960af346,422931
0172ddaa16a1176569f751cff5104a9e,248091
01736adea2bf385c3af5fcbee7956547,460983
01738c66e51371c436f038cedb4291ab,468955
0174e2edc30c1fca0118673b2f739440,456077
0175cfdc7312323b1c88a5525b91edcf,291101
0175fffdf7b8a1d86e6ff0a9bb707925,515693
0177eb286c368c7ff0081665fc01082c,476817
0178350e303fc50ac270da78f0a1ee49,2980
0178661926a84a816345a367c1e01490,514615
0178f885229457e18350e8487afd138d,11308
0179701ef9eafa2524fd3bcea644c748,512204
017db4120507ec8d7c55baecd6d097aa,447193
017ea2856cf70afe30c4116ecf0266b8,495412
0180a89efeda2329c011bf95666d03c1,6591
0180e2e285234d51a3f833f7c5a2bec7,432149
0181971a23e8a07d0bc06fbd59a32200,32769
01828059f864403edca48ed44f67c5b4,515151
01830aa2512ae79ee46e8207e9688d5a,443540
01840044718239dc1b04d48e473222c4,509260
01840229c27d3abc4fff4c24527894fd,455377
01862dab7b8cc45046d0c7ee1935543b,328403
01865381c0b4b102ac2ddd213a04b5dd,517755
01892326f3cb1eadb24fc4845b89c21c,440231
018a6bd3d23bf7dbd92542fe223dca20,172296
018b11ba9785d5cb945ec3e903dc9faf,84982
018b7eaebe625bcbe51e4daa38d93a52,470910
018ec20bfa0dab4e4e87936ae91c8296,483157
018f3cb4864c508fbe6549ec9857b251,455306
018fa6d369d493e8529c5e91874cb219,517942
018fab40cf829e2b67135a43231aeeaf,435422
0190ab2af6d3e02c8c46bedb59792255,502202
0192335ae97856444c2c7d66a53af78a,456660
01927ec349ed9f1ad65128066b427c79,513560
01935603e0f6b1f77bf0a3e5e66dab29,498509
019387c3d0c2de76aa33e33cd1fe1dc2,316694
01946ee312b86eae5faf5381a65bbe60,173800
0194ae12d9222bfd3e7826840ca3b814,472997
0194d39708547f0261a4be78ca52e267,452744
0195a70089e0a602bea442770e6b5852,442192
01960263a50f9a1ce07579983aa6a2d8,489552
019750b4a46d9fe9ab725517e2eb58ce,464261
01979298f437e1b357a6a0bbf8701820,428562
0197b7831dd885c1db965038347fd70e,337201
0197caa042d46d8cb69cc54acc133382,364354
01996de64bd88768970835ad2bfa6512,496581
0199ef85e90f296564597abbaca88b99,484059
019adfe01b11c64848683aeb5d126528,419906
019c3e6a6fd55cb2b2c665b5658363cf,263653
019c804b39277ba2c47370362e04275b,517546
019c972edd37397ebb5df482863b8a89,455035
019d116a61f10eeef5e0d1eb3f721527,467056
019e40efed83ace0a2ffcf01be8e2edc,461941
019e4d1d39bbc22c7d42745db46097f9,517536
019f109a2b826179cf2e8d96ff860fa8,2022
019f1e45a35e6e9744e6f033ba1b47ac,514757
019fa575a9d8c9a1a47a6efd1120913e,197010
019fde5c564a34d26c2603272283a60c,441790
01a04a0375e7658e500a4b96727dce91,513044
01a0d790a33a9cc85160bb40c87362ef,384198
01a24729970e3512dd849783416ba626,204453
01a3c3fc7863a6db4cbb3684324ecdad,480063
01a40f485a36cee06db091bbf58d02dd,497923
01a45aa3a25f1d1e2a712cfb92e7f941,255201
01a45d4f52b5851792d396fd5eb64fd0,447809
01a53d44a303ead36d90375921cc2471,436046
01a59cadfa18c633e00651156bd87d50,438868
01a64862ea5a3db7ba5a7a8df1aff947,191024
01aa05f443d7d7bb45c1737f219b1f2d,427892
01aac4dac1ad8825d1de7c59f6fe2e01,1293
01ab0219d01cdb86a9ee03e3552474be,433197
01ac77ce2cd3d26e33a6ee81eb9f5042,441668
01ad25b5bc814d4457fdf4aad20fe2a1,434518
01ad4f02ca077f85ae3ca2e28e644e06,482139
01ad57250a38831227c88ff31d410fa3,278189
01ae615b32eb07b0c84578b427da4e7a,472913
01ae7cf675fec03fd8e16b1488fa2a2f,448607
01b0c9591def520afec2f2a511ac6c97,437142
01b0d3749ec41eaad4d9a3e37d0ef6f1,512924
01b1b21987a00b2816da75f630f214f0,506455
01b1c1fec08d919ebde25cd491f8c0db,511990
01b360c114063807ae51a6a308d19a66,475298
01b414991b9cb5b62fbdac5f74b3db93,435481
01b45b66b08163ae3f57f30bdf86804e,492876
01b48a48030a2f9859832e13f2b72f33,468520
01b4b00105ce402290110f4697eb6807,456498
01b5d3039e6400ec1933f3b54c3a7e17,454325
01b6647f150832bd5b9080b90c5b1694,315479
01b6aa67ba0775e698938a03bbbf707a,453341
01b6f56f90b59c8cc3d830680d18db61,485895
01b72b4db2ff6e646371172f31bec173,516688
01b883070ad66755ceab08815a7f1bc8,671
01b8d47efe2d05a4901b21bc20937ed9,454527
01b90f7eb28a7383439c41eb61cdbbfd,447632
01b9d89af37a0df13fefc5881a1901d0,493729
01bbf527d03846e03c04d1566726b547,642
01bca10c36a85024b180be5d92fc0fc9,452649
01bd6a4a4750f3e6e93af0a8b22cf7bc,484381
01bd94a0de82c68ebea242c033fcc0f7,344698
01becbd0175950059b1cbba6b5998d71,456091
01bf10bbe1322f49c3b7a8079fbb9ae3,455754
01bfa3b2c47f73d2590a78f76478c535,129270
01c1a46fd744e39e424432fff1c72a08,176645
01c1c2c4e80413edd5f1c9e9476cab65,455495
01c209e6cb79429ff9435209d6bd9a61,505111
01c315c16c8790a026bab4c37340ef4b,277501
01c3482f48accc3c60383de3c71763e3,502041
01c507cbdd600e4e3ce9f4825cff0235,515907
01c564d8975f2c94753715d50eca2bd9,252833
01c5bfae9e62d2a88b6f45e4b14d2424,378111
