"","fid","c_ratio"
"70","003b12316f62a64e03d27782e1ff0fc2",0
"71","003b861864af16ba73bcb32377cbe57d",0
"72","003c43d809dddce82d156c8878692b16",0
"73","003cca4998c26548b62a6199cd8403e0",0.075267527567923
"74","003d65f69dc2790ed89f88702cef2699",0
"75","003de525b69220746a04f294826a6264",0
"76","00407cec5976cfdfd06e2597ebbaa8d2",0
"77","0041849cbb258f2ac9ee0f26e24f6980",0
"78","004225ae888890c798f8cbdbb36b75d5",0
"79","00450228a40e22a5dbdf455d95183f47",0
"80","00467b962c09b4c1b592619ae62d99cf",0
"81","0046caa3a94b6aa074a220d05e463ee3",0
"82","00470f8f35183b45d26e8effc80a8330",0
"83","004718956f7ca07fbbc7c86d8c1cb76b",0
"84","004749a2597c0155e436662ee6ba7892",0
"85","004904cdf0c893c69cc79a0cad7bd999",0
"86","004a72a5de1a5df5d6609b7462c75ed5",0
"87","004a7cde3be77397eb091812b3f4f7ca",0
"88","004b141ca2ca4ad89f97eef26fb10fef",0.0535035909380807
"89","004bbd02aa01aa1cbea7c207174d412b",0
"90","004be2d68423c9df05df60def9601c0a",0.0107007181876161
"91","004e57a598c4e1f392e62d2ce7cac527",0
"92","004e6df3251b8b3a6721d3bfdc722b83",0
"93","004f7386973aeaa39b0c01cacc151289",0
"94","0050d3f93604d2bc3006b14b78065453",0
"95","0051ba271b228ee034241eae77351c14",0
"96","005426fcb3b3277882745efefd6dfbd7",0
"97","00548cf8a412e19debe1eff9897091e7",0
"98","0054b1aa0a8f293e267b92cc19b9c7d0",0
"99","0054c7a35bbfeb9f04468bf6d8bc4fbd",0
"100","005547096df3b6063ad421a0078f5a6b",0
"101","00588b641ce4b0c1ae31a1c66cffb440",0
"102","0058fec008d105f7948a116e9f86dec8",0
"103","005abdfb0f6588fcb04c03b6b94becbe",0
"104","005d614a68647dc832e5ac9519e160ad",0
"105","00606292a9ae11820c171ac20f5d74df",0
"106","0060de2ec740feb07578f06209fc30a6",0
"107","00618675fc0a4990414bf18bf9f1a3c9",0
"108","0062786a8d4f6e20d045e935b5c2e758",0.0347337335102168
"109","006437b9566ddbb66183d92a8ee97c59",0
"110","0064453248c97755a19c4f7a42abd596",0
"111","00646177933e701e0201e75d04f94868",0
"112","00661e20c1756ee788d2bacbc4ca344d",0
"113","00661fcff2bfdda6cd364fe406171789",0
"114","00663a98933f071da2b001436c9c5348",0
"115","00675dc5a80eac606c89e61a486f0761",0
"116","0067d773966f2fcb3c982e8378fd08ac",0
"117","0068c52791abcce56eb00d5266cba322",0
"118","0068f88387909fe6f1f3caea59bc423d",0
"119","006aa6cf6a505c4143612f9fea3efc2d",0
"120","006bb7a6bbd825209b2d59d42026eb91",0.080255386407121
"121","006c27781f4d8e826102151c25e16b0f",0
"122","006c4b1697c64abd78867e2fad240010",0
"123","006c867958ac341487d1a48a1b9cfcc7",0
"124","006c98ba7a0607c638686632b9a734f7",0
"125","006cd1f3b7dcb935902caeefaba73987",0
"126","006d56a4a7250086410987a1d9698c42",0
"127","006ff22c6e01a5888dcb964c32d82512",0
"128","00701df6e993201018c47e01aa3bca42",0.080255386407121
"129","007101f14bedb459e1e9316caa2c1ab3",0
"130","00712da670cf03ff281a9ec11ceed2de",0
"131","0071303ea5067af92f0569a0e8214f24",0
"132","007353db5f0388399e67f87388f43eae",0
"133","0073c83f66507d477a70b2bd6bafa684",0
"134","00742407fafe30ebc58f74e6561d77ab",0
"135","0074a9c94457a876b84e997cd29e561f",0
"136","0074bb919eec0bef189a986b1fc0c257",0
"137","0074de311feb04bea93a705972a6fa22",0
"138","0075156e0acffc58ab554feaff030dd6",0
"139","00779c47016f882bbf960bff35ce8c49",0
"140","0077b7caff1c33ee8b7ba9d7170be1b1",0
"141","0079802d502f788a43a873e30a06b416",0
"142","007a1e42d41b399e9641cc3b881dde8f",0
"143","007a5a1d4e20f913bacc90df53d50627",0
"144","007cb2b19304d60879ea9f794ddc8375",0
"145","007e9cec2b35aade974b6ded58ebf63d",0
"146","007f3d727832afac6e4f71a198af259e",0
"147","00804b757a96c11f0de508d6149649dd",0
"148","0082081ec55d48303c9ef712cccd2eb5",0
"149","00822c63c072e4fa725aa2ca4fb2626a",0
"150","00825bf2d1faf1745e4c70a51500578e",0.179833575556502
"151","008313de97b469d30567a58b1b3577b9",0
"152","008415cb918e23fe40720081e9d194a6",0
"153","0085a03a25ef76303e6e4c903090e787",0
"154","008651b336e93b3b65a609c2133aa775",0
"155","00867981033d6a15171908cb03f692ff",0
"156","0087304d5bee451f0d82c7407b0fa7d1",0
"157","0087e85caf760ff171b1774bafcafcae",0
"158","008c37885beb7ed4594044d00beed7ca",0
"159","008d2c7b1caae0f098c30d70a8acb6a0",0
"160","008e0adaa5f026a92d949f90efb9f0f0",0
"161","008ee5845d546a5358a2d767b710789d",0
"162","008eff9a9d3a932e437894b6a9972728",0.583333333333333
"163","008f05a1d546331a8ccd69d1268921e7",0
"164","008f43f81999afb64e1bae5e5721afd3",0
"165","009013d362d08e7f4ea6e6e567b8da22",0
"166","00901ea1819d497e197738a21cf4b5d6",0
"167","00908d7e1814e3e29ba727cc4b2d8563",0
"168","00922d1ed5b49ae8699014b2ea696ea5",0
"169","0095b895c30c0a808284a132f92843d8",0
"170","009693719149a85bfee3e36aa63b7770",0
"171","0096f234c78c4e9a1990d737bb350fde",0
"172","00976c6b03b0aa47bb934731ff79d2ad",0
"173","009882dad455dca89cbb5bdc0b495e41",0
"174","009a3cfb532627efc6c5e0d62cd89e7e",0
"175","009a45f45781cd94e3baaccc9edf656d",0
"176","009a798a6580be697979a13ffb2ee245",0
"177","009baf7faae650778cf96b8b4a572aa0",0
"178","009cd3bf304fa3987169cc0199933c90",0
"179","009d90dc707faae423cb590f1e5e864e",0
"180","009e8d71772576e345c4dace9dd20244",0
"181","00a00ed7bbfbcc4feeb53263a3773039",0.171164477316212
"182","00a0fadf6f4b4d244459b3bc8f6ee7fa",0.080255386407121
"183","00a140389d9650a6c3b9192045b54d1c",0
"184","00a1d10d97c2ec77aaa4845b5ca19029",0
"185","00a252a0d275ff418aa5606f457feeb2",0
"186","00a2772bc5f56dba2b525c26a92b90e8",0
"187","00a2a5243fe2057745859a4a244e53b7",0
"188","00a34ea3fe0d6f3c27127146e1398501",0
"189","00a3c537afa4b6497d87742d8cb58df7",0
"190","00a3d5dfda00429b06b2362f863d1a64",0
"191","00a4786fb31e7f35b49040e8bd81cc91",0
"192","00a56675df9b0d63beeb4c1d79dbec25",0
"193","00a60a703e39d0e595e41b0a5034ba71",0
"194","00a63f5212e08df2a9e2e9839dfca110",0
"195","00a6b5b32d1949486b3b446f655ca447",0.0625
"196","00a6ece3b961c3cfea8498bf0ff5bac2",0
"197","00a817177758acc0d47d3f96c5d5fc0c",0
"198","00a885e87beb6fb1f6ca6ee9eb783779",0
"199","00a92b584bfcf58b70d5e965e91da03c",0
"200","00a9dcdfad9a8166235000d150bb46e6",0
"201","00aa6542e78f023ef7a19387fc5f2bdd",0
"202","00aa8fad273d0133487f91b66bae0e10",0
"203","00aaa21cc049207866b35707ab105a86",0
"204","00aac75ea2e04c36519aa640dd1f54d8",0
"205","00ab96cda83fd99958c173f848c53e61",0
"206","00ac3c9f6f8b58b3d8be991c44e11872",0
"207","00b23a6c3f2ddb0218c6d15b6bb0faac",0
"208","00b2ef889fde67e71ea9d0405646b6bd",0
"209","00b3f09664578f5f2a4df6f2cf2a1290",0
"210","00b406b8ef8411396c26f8218be6f3b1",0
"211","00b572374dcad1b5463a576556de0ba6",0.080255386407121
"212","00b65952473e1d18eca456562cbf2fb2",0
"213","00b66b08cd51d551309c4023a6962aac",0
"214","00b6ee2c6c8b1c4e4ab4e3cdbd6a90a5",0
"215","00b728a7ed0b0c36e7fd98a0e77c923a",0
"216","00b9dbff0bfdf530b5cd3ad28ca8e981",0
"217","00b9ffebfc0da2b5c1775be21eecd56a",0
"218","00baa8960e771066b3929d8d121e5770",0
"219","00bb0d62470340c81cc56348abe47b51",0
"220","00bc206a9dc830b03c67bdbcf451cbaa",0
"221","00bceed348272898634633a39a24c765",0.0312978776557453
"222","00bd372986eb4b195a2646a18893e6be",0
"223","00bddeef85fbaddadcb9665872640829",0
"224","00bde0f34ee065989b7a816c80e191ce",0
"225","00bf11cf3da869516c332fb98a52713e",0
"226","00c05e46dac14fb20bdf8f9f0e58be17",0
"227","00c09ea30d0bcb24b51a78628655f1f1",0
"228","00c0a22f61b1b165d773997909a28f71",0
"229","00c16cb2394a932c094c401c15c45c4d",0
"230","00c236ddc7a2d44f8d15de2d7304cb75",0
"231","00c38840def1d65ac83b21a8208693fc",0
"232","00c3ce653208ea79060d3f076157fea6",0
"233","00c53dcce81a8ba2428ee204ecd68185",0.230062677195997
"234","00c57056a3a3b656fe7a0321fef871a9",0
"235","00c636c3cb406c9403f81a0ab8286a9d",0
"236","00c664a1dcb04fbc5ae86ab50a10f77e",0
"237","00c797e69c59bbfaca62c4fb19cc6b85",0
"238","00c7ef258302fc8c20df1de4ad0b962d",0
"239","00c83e8ccaca1434ae3a59950327f983",0
"240","00ca7c1bdccd3a1eaeb9125f96b470cf",0
"241","00cc3e15a0f2aad83d53752c10fbd2e3",0
"242","00cc81766c7a791c6ba05ea62e0bcdd2",0
"243","00cd4a26a4b6db4736b447d93863b18f",0
"244","00cda8a49d3a6878b8ba80d6c6ac3c4f",0
"245","00ce7cccc7b8c9639860ffa19e355254",0
"246","00d143869adaf263057fb533b7c1d61e",0
"247","00d19cbc2df90fc05d56148ab6360aa7",0
"248","00d19cf6a766f7060f13448eb258f6d7",0
"249","00d252bc6aad147b8d29aaf3a6255836",0
"250","00d367d7f36b9840ce8ab6caf3fbb2bb",0
"251","00d37d5360716660f7f51b14053d4c8d",0
"252","00d3ce1d4f01f0f497e4d4d369cbaf1b",0
"253","00d444d44957085b14c7078ca6793f26",0
"254","00d4723e2b80b5aac1b80a235bdb1f49",0
"255","00d8d1eb482233a6a7f2bf3a6ed7ebc7",0
"256","00d8fec40695a9d9da87c86003869f29",0
"257","00db47ab7c8df3bdc549ab89e1c2e904",0
"258","00dbb1cc42124292b3998ebcc0134943",0
"259","00dc2e63f26f7dcb35340c72935dae2c",0
"260","00de1a7e808bec8cfdf52d2a971f1c04",0
"261","00dee1252a694975244cfdbabeb6e46a",0
"262","00df24c215c115ce2a480d9c409e2d7c",0
"263","00e03b46749b190b0a8602d9c32dc231",0
"264","00e0d45fdb882471616e94d934f3313f",0
"265","00e38667bc44fd73e4bada176092fcb8",0
"266","00e4698bbbf5202c565273ff9bdcc16c",0
"267","00e4b9e7c0e261f615ca02578e47de14",0
"268","00e5afed4af58cd2d8818583c5697116",0
"269","00e610e41fd17eaf31bcaa3390045a90",0
"270","00e7105f299e66237d27bd2b20ccf6da",0
"271","00e80be5bd7c9bb30954959ec371b1fc",0
"272","00eb06a8d48130e32b8b465bdbd96df7",0
"273","00ec0cf8da425735b8c8fa96a623ce46",0
"274","00eec152d2ffff48b4fe1202ee265f60",0
"275","00f1b1874fec6915619e9dbf3a00d496",0
"276","00f282dfd3362865b4612da162ceff71",0.080255386407121
"277","00f34aa6c8bd117dfd80b739127a14df",0.0401276932035605
"278","00f3ac0f0e8def1b6704f0af4144668b",0
"279","00f4c279a319992cb29bff72dc16045e",0
"280","00f4d3339d5d2eaad3aa085385ed2fc6",0
"281","00f53907dc82050dbf3314dfb5e0aec1",0
"282","00f5aecb9b058eebbe7f90aa3e86b60f",0
"283","00f6679a76e9cc7a79146a14336b6349",0
"284","00f678b9c8b689b48b7ae3edc0d9566c",0
"285","00f6fe8bb430c59a839e24da8d78af98",0
"286","00f83db3c40ce4941a6ec9781803d83a",0
"287","00f96c3786f8487ac1fb66fdbfd0d314",0
"288","00f9f159507a6a1fc28378a70c170ce1",0
"289","00fa086ba21f84eb19d2c9791acaab98",0
"290","00fae8510bd2b149bd4ec77598382e4d",0
"291","00fd343e99d6a93f719b6580394a64a7",0
"292","00ff41de2fab610efb3a2a0a1e6a525e",0
"293","0100aabd5726c023e7da3629d924d31d",0
"294","0100f1e9d8207a46ebc89b48173d7804",0
"295","0101c0baa79129d7d7a0f45f0a0503b4",0
"296","0101e9c1de9502b14054fe7e08a97301",0
"297","0103339ec2be7d31d5b6ce544e22de72",0
"298","01038b3c68f64a439322619445685903",0
"299","0104f78977bad82cdfa8e3e9a7aee366",0
"300","0105890a2f1f0214585c3888aebeae30",0
"301","0105958355ed34ecb88d8089f61d65ee",0
"302","0105c2415d5d247a4d4a2c086a402c81",0
"303","0105e27c0ad772415bbac699ddd4ef31",0
"304","01063a9524ef5a935e38ebe73cd2356b",0.080255386407121
"305","01069d4db6479b40f98440aee63a53e3",0
"306","010703eda5298ad436f32ac0e0f99503",0
"307","01079dbbb06a2a0d9c7459a060c5a1e9",0
"308","0108858e5ba76d116334e9844bda6529",0
"309","0108caaa0e24e132653b70b9da487402",0
"310","0109b6abd6c4d35f16f999e155d4fb04",0
"311","010b80dbe3cdc8f294e8448c0ff06075",0
"312","010d2d9b0c0274599fe39d65ac226125",0
"313","010f06af1a2585257914b03aea5edde1",0
"314","010fe9b243ec235d7fcbda0c85c73d50",0
"315","010ffb4f4e1160d1b49d73c7338615b0",0
"316","0110c30ab2ba888a43cacbfb16b7cd97",0
"317","01129ebcec5b5cecf1383617d06dbe61",0
"318","011362d80367aa2902e85b2c7dfb3815",0
"319","011369beb2e171a204a2d7ffe86fcda9",0
"320","0113ea994de093de9c0723d8ba930010",0
"321","0113f87f63fea04eb877b7dccb9164d6",0.080255386407121
"322","01141846bba730c8933a3e536a194407",0
"323","01157a87ec6ae63b8ad5b562ab267fac",0
"324","01179e527d1a629ec0309c9ce714726b",0
"325","0117c95e850a62ec44ea8893056ecfef",0
"326","0117cae93297a7f66c5f58867a7baa8e",0
"327","0117e5a960330a22cf0a832720aeba14",0
"328","0118a798f1261a80bd3e6fbad08e70c7",0
"329","0118c2f1cfe6c8061284a364e7b911fb",0
"330","0119380356f76ff0274ac3bfe361a294",0
"331","011a09a9b3cbfb1942142b09108f12d4",0
"332","011a97436388f2cb59bd3ac5c87f9c23",0
"333","011be2a3cb9f5f6d9cbb31bddb9d381c",0
"334","011c29780057dfa493636f7d750f2565",0
"335","011c5523dbbec44679fe542c50eeb282",0.0069705663553643
"336","011d257435de62a829c1d2c79bb2d23f",0
"337","011d26c51eb4d40a3b30ceff5b7737dd",0
"338","011e66f3060a2b317c88fefeb12f880a",0
"339","011f5fbc1c3b7126ae2a56832eeb548b",0
"340","012095c0322d76b3f70bf59dc95cc628",0
"341","0120b022fe5f9e882bc4f25153dad77a",0
"342","0120c63cb633cc17c0488d945a238679",0.0122392890167471
"343","012119e10778107ac81eb11f818ea4d4",0
"344","0121cde920e7593c329ac2024b3b07f5",0
"345","0121e898cd080775c94127708be5fa35",0.080255386407121
"346","01248242101dc2a963bfab3b6fcdec42",0
"347","01248c3d45ab196ca920fbed2ba533aa",0
"348","0124e3aff8b2982cf30d61e4a960e38e",0
"349","012707feb1714a0a5052d664898c371b",0
"350","0127a7fab1a1e2759c3b55755dbc0144",0
"351","0129be0c2613520f29527881dc11dae4",0
"352","0129ee48f1a482fa65d890e203ef2f58",0
"353","012a1db94139fe69701fc5905e40d5cc",0
"354","012a5163d643359a9419435f17439caa",0
"355","012b0d44cfbdc570e580683e0d293f3a",0
"356","012d779df2755616e564d637f5578e17",0
"357","012db2ea8c998773e7374a345e63d820",0
"358","012db66bd0c3f638a095f5cc21b4a505",0
"359","012ebdb4c1bf3d01370446c4bc6eb59c",0
"360","012ebe9a6e1761c64c13ea6375a33b4a",0
"361","012f7033e5adfa827853d0592482b7d8",0.0229301104020346
"362","01304d67cd20f5743124e3fee4a9a269",0
"363","01307772476d9751cacda4635f75f99a",0
"364","013142f458b52211a12551174772d388",0
"365","0131d2719ab629425e424fddb1cbeb5c",0
"366","013208f16184aef4910ece2e85d567e1",0
"367","013245b5b40336258c4af105791b0405",0
"368","013270c27052d267fea0c6c65f5851f2",0
"369","0132d1c6c97f76e9219a0c6cef04cd31",0.205255386407121
"370","0133c7e7efd5f8e28281c825cba301f6",0
"371","013493db180f2f8f53d8fe3aabf10660",0
"372","0134b674f98c020341ee9c9298c558db",0
"373","0134c1dd20ac87b13aa21394a57c5dcb",0
"374","0134db08423cc29bec19b297b77dc4fc",0
"375","013500ae273c0c641884ba7e2fd96047",0
"376","01350d0d553919348b4aae434ac010b5",0.0267517954690403
"377","013655a83736d6365f2b3dced46eb064",0
"378","01365e65b4ef9881e29ba4541ff7c837",0
"379","0137675eabc8961639762b10c4dc0dc9",0
"380","01376ca237b0583f5000d9ece5568c0f",0
"381","013778e26384caee7f7ff3c986ab1f40",0
"382","0138b5af458b908474f5427e85c8aebc",0
"383","0138d1d32348eddc93422e090ba3b169",0
"384","013aecfd14b2680cde44af2716882f1f",0
"385","013bec1afeb7051913c988f488dfa5f8",0
"386","013d7e4416455b41af7cefefa514dd71",0
"387","013d84ca20590e901c0e38cc5fcf38c2",0
"388","013dc23a9f433072cf87d73cfb918b6d",0
"389","013e19d42416777e69460ae0f260c193",0
"390","013e26f81ad4ee2659da3cc035ca5ed0",0
"391","013e31eedc1f60c2c5167b1d08870154",0
"392","013e823dcd50f73abd73f16c0d96fb17",0
"393","013eb1a7e86488d15da82d74974e0d0f",0
"394","013fd281761a7cfd5971b205b7cb221d",0
"395","01402ba67b89074f68c2d212b440b3c6",0
"396","0141905f66f3c0b1003193738cf56cd6",0
"397","014591d03e466af2d3becbb36d5934ad",0
"398","014618667125932127bc13a877ff54c3",0
"399","0146e2ff1ad8421ec98ecd0bcb1ddc8b",0
"400","014743e144cc0e3e3931b50334162394",0
"401","014a5045e3359bfcb0b1157f0a11d561",0
"402","014b04095edb65a19a64bd51efbf0b0e",0
"403","014b1bec8bdc7d4f7c0342bda501d0b6",0
"404","014b946b33d2fd782f52d6d7c4ba2fb3",0.837301587301587
"405","014bab5c3e8117ca49dc11c621b7e7da",0
"406","014bfc7bb0192ed1e2e67dd5d709d0ef",0
"407","014c7622d54466bf4e3de06c068f3ce1",0
"408","014cd82bc70c00df6212e77d9e0a807b",0
"409","014d0e852b584a6ef60e8b208ba01650",0
"410","014d1a796c831bb2409e33902021c468",0
"411","014ea5c38956a518f368acd21c217982",0
"412","014f6065eba897039b2af780e3320ac0",0
"413","014f96c80c1accb029ec3a50a14ddadc",0
"414","0151353de779513f65b060f9e2ee18d9",0
"415","0151525f7bfb0d8998ab4b58943c3a30",0
"416","0152a8297a704d97af37221609390303",0
"417","0152e951e4e1c0517a040371ed3cc17e",0
"418","01543ff27bdc6f2c61c78154a6ebfc6b",0
"419","0154f70fa6771ba1cce2191360e3e4c5",0.122048995591088
"420","01555b4ae6b212e04330b43a872899d8",0
"421","015576e5bc552d5d26e926c6c8056424",0
"422","0155b94db8f34a68fdfbd98a4867594b",0
"423","0156d0026443e93267a07cede4205ae1",0
"424","0157aca1a3b6966d4251cb0c1a55d130",0
"425","015888cd22f276aaac61b183e93bb602",0
"426","015af27085bd2d8ba11544865a7ce1a7",0.0535035909380807
"427","015c8b8654428533d012a81ed55254ed",0
"428","015e38555f3cef4f896db4dacfe08152",0
"429","015e91538366678bd043c1f79a1977af",0.25
"430","015f4d2f39f3cea90b9e4ea24aac0e31",0
"431","015f652a574821653af17128729ae868",0
"432","015ffaf9c4dd807bbb566c43d016ca9f",0
"433","0160aa90a4e6ad1510d5aa48a34fb696",0
"434","0160ff212f7026b45544a64c1ae29daa",0
"435","01611731cf6deb5924d5a572191a86bc",0
"436","01624d9daf7c9026c6c67c31e25fd088",0
"437","01627d466979f93331546813e8e554a2",0
"438","0162a2c75cec0e3b96f7aba6fcc5b487",0
"439","01642ed975dabb80f74eb0928d909fb4",0.0267517954690403
"440","01650a28faf761b991ed28c14e550106",0
"441","0166606aedbab7dcd5ba2e5ac02d9250",0
"442","0166b83b0560064fec6307808958c54e",0
"443","01679bbc7b78dcfcc67541e1e26170de",0
"444","01683f820defa0c427c10973aa25233f",0
"445","0168a795bdab8ee65efa855ff41ccdfe",0
"446","016903d94dfa6806a0acb81eb011a5ca",0
"447","016966b1407941a8e9ab630f8b8a5e50",0
"448","016974bba6afb21adabd61df69d69592",0
"449","016987c63a96e2714ad617854a4759cf",0
"450","016bdc9a048a13228638df9c26edf470",0
"451","016c8e14f3adbd58b9cf01e780449d1b",0
"452","016cddfa645d2dc3962498d47ffe623e",0
"453","016cf99e4ce172bf7c3ccc50203766bc",0
"454","016d61c11a7303c6af07685eeeb152f2",0
"455","016dcdf9795bf0331c762da3cacde412",0.0326381040446591
"456","016e80b833af40173659440bb6761a3a",0
"457","016f13e8ceb1ecdabb46a19bd126a767",0
"458","016f1bc272c32459f6c82217d1e41cfb",0
"459","0170088162f058863e2523994a34b46b",0
"460","0170c892470744567257a658fd3e9d39",0
"461","01711bf24668c047656fef8d8992d7f9",0
"462","017122622d1bda25850d679dfc444c8a",0
"463","0171a8a8a20c21233936741dc7a1b7c0",0
"464","0172a303dd11c388cd609f0e960af346",0.080255386407121
"465","0172ddaa16a1176569f751cff5104a9e",0
"466","01736adea2bf385c3af5fcbee7956547",0.0401276932035605
"467","01738c66e51371c436f038cedb4291ab",0
"468","0174e2edc30c1fca0118673b2f739440",0.0646062712370548
"469","0175cfdc7312323b1c88a5525b91edcf",0
"470","0175fffdf7b8a1d86e6ff0a9bb707925",0
"471","0177eb286c368c7ff0081665fc01082c",0
"472","0178350e303fc50ac270da78f0a1ee49",0.080255386407121
"473","0178661926a84a816345a367c1e01490",0
"474","0178f885229457e18350e8487afd138d",0
"475","0179701ef9eafa2524fd3bcea644c748",0
"476","017db4120507ec8d7c55baecd6d097aa",0
"477","017ea2856cf70afe30c4116ecf0266b8",0
"478","0180a89efeda2329c011bf95666d03c1",0
"479","0180e2e285234d51a3f833f7c5a2bec7",0
"480","0181971a23e8a07d0bc06fbd59a32200",0
"481","01828059f864403edca48ed44f67c5b4",0
"482","01830aa2512ae79ee46e8207e9688d5a",0
"483","01840044718239dc1b04d48e473222c4",0
"484","01840229c27d3abc4fff4c24527894fd",0
"485","01862dab7b8cc45046d0c7ee1935543b",0
"486","01865381c0b4b102ac2ddd213a04b5dd",0
"487","01892326f3cb1eadb24fc4845b89c21c",0
"488","018a6bd3d23bf7dbd92542fe223dca20",0
"489","018b11ba9785d5cb945ec3e903dc9faf",0
"490","018b7eaebe625bcbe51e4daa38d93a52",0
"491","018ec20bfa0dab4e4e87936ae91c8296",0
"492","018f3cb4864c508fbe6549ec9857b251",0
"493","018fa6d369d493e8529c5e91874cb219",0
"494","018fab40cf829e2b67135a43231aeeaf",0
"495","0190ab2af6d3e02c8c46bedb59792255",0.0147371226042149
"496","0192335ae97856444c2c7d66a53af78a",0
"497","01927ec349ed9f1ad65128066b427c79",0
"498","01935603e0f6b1f77bf0a3e5e66dab29",0
"499","019387c3d0c2de76aa33e33cd1fe1dc2",0
"500","01946ee312b86eae5faf5381a65bbe60",0
"501","0194ae12d9222bfd3e7826840ca3b814",0
"502","0194d39708547f0261a4be78ca52e267",0
"503","0195a70089e0a602bea442770e6b5852",0
"504","01960263a50f9a1ce07579983aa6a2d8",0
"505","019750b4a46d9fe9ab725517e2eb58ce",0
"506","01979298f437e1b357a6a0bbf8701820",0
"507","0197b7831dd885c1db965038347fd70e",0.090909090909091
"508","0197caa042d46d8cb69cc54acc133382",0
"509","01996de64bd88768970835ad2bfa6512",0
"510","0199ef85e90f296564597abbaca88b99",0
"511","019adfe01b11c64848683aeb5d126528",0
"512","019c3e6a6fd55cb2b2c665b5658363cf",0
"513","019c804b39277ba2c47370362e04275b",0
"514","019c972edd37397ebb5df482863b8a89",0
"515","019d116a61f10eeef5e0d1eb3f721527",0
"516","019e40efed83ace0a2ffcf01be8e2edc",0
"517","019e4d1d39bbc22c7d42745db46097f9",0
"518","019f109a2b826179cf2e8d96ff860fa8",0
"519","019f1e45a35e6e9744e6f033ba1b47ac",0
"520","019fa575a9d8c9a1a47a6efd1120913e",0
"521","019fde5c564a34d26c2603272283a60c",0
