,fid,0
7,0074a9c94457a876b84e997cd29e561f,0.126924
8,0074bb919eec0bef189a986b1fc0c257,0.48731416
5,0074de311feb04bea93a705972a6fa22,0.050258197
4,00779c47016f882bbf960bff35ce8c49,0.04620966
6,0077b7caff1c33ee8b7ba9d7170be1b1,0.015026392
10,0079802d502f788a43a873e30a06b416,0.048777718
15,007cb2b19304d60879ea9f794ddc8375,0.033678893
7,00804b757a96c11f0de508d6149649dd,0.01120843
11,0082081ec55d48303c9ef712cccd2eb5,0.67114764
9,008415cb918e23fe40720081e9d194a6,0.29132774
16,008651b336e93b3b65a609c2133aa775,0.08395588
10,00867981033d6a15171908cb03f692ff,0.019655798
12,0087304d5bee451f0d82c7407b0fa7d1,0.16830099
7,0087e85caf760ff171b1774bafcafcae,0.06767032
7,008c37885beb7ed4594044d00beed7ca,0.029243486
8,008e0adaa5f026a92d949f90efb9f0f0,0.014943279
13,008ee5845d546a5358a2d767b710789d,0.0522854
8,008f05a1d546331a8ccd69d1268921e7,0.021418354
14,008f43f81999afb64e1bae5e5721afd3,0.23933934
11,009013d362d08e7f4ea6e6e567b8da22,0.05712478
9,00901ea1819d497e197738a21cf4b5d6,0.020650908
10,00908d7e1814e3e29ba727cc4b2d8563,0.7631639
8,00922d1ed5b49ae8699014b2ea696ea5,0.03878229
11,009693719149a85bfee3e36aa63b7770,0.15405409
12,0096f234c78c4e9a1990d737bb350fde,0.8755028
12,00976c6b03b0aa47bb934731ff79d2ad,0.4337888
15,009882dad455dca89cbb5bdc0b495e41,0.06718866
8,009a798a6580be697979a13ffb2ee245,0.26266524
17,009baf7faae650778cf96b8b4a572aa0,0.19626662
9,009cd3bf304fa3987169cc0199933c90,0.28592733
10,009e8d71772576e345c4dace9dd20244,0.48821145
9,00a00ed7bbfbcc4feeb53263a3773039,0.7786877
18,00a0fadf6f4b4d244459b3bc8f6ee7fa,0.49218377
9,00a140389d9650a6c3b9192045b54d1c,0.03860634
10,00a1d10d97c2ec77aaa4845b5ca19029,0.6898615
11,00a252a0d275ff418aa5606f457feeb2,0.61191297
16,00a2772bc5f56dba2b525c26a92b90e8,0.0262313
12,00a2a5243fe2057745859a4a244e53b7,0.08811391
19,00a3c537afa4b6497d87742d8cb58df7,0.8244046
13,00a3d5dfda00429b06b2362f863d1a64,0.40193892
13,00a4786fb31e7f35b49040e8bd81cc91,0.012949713
13,00a60a703e39d0e595e41b0a5034ba71,0.53269666
20,00a63f5212e08df2a9e2e9839dfca110,0.036663085
11,00a6ece3b961c3cfea8498bf0ff5bac2,0.031663626
14,00a817177758acc0d47d3f96c5d5fc0c,0.52681214
10,00a885e87beb6fb1f6ca6ee9eb783779,0.19659926
14,00a92b584bfcf58b70d5e965e91da03c,0.12656254
15,00a9dcdfad9a8166235000d150bb46e6,0.022425853
12,00aa6542e78f023ef7a19387fc5f2bdd,0.016616484
16,00aaa21cc049207866b35707ab105a86,0.03497203
14,00ac3c9f6f8b58b3d8be991c44e11872,0.21886988
15,00b23a6c3f2ddb0218c6d15b6bb0faac,0.34404206
13,00b728a7ed0b0c36e7fd98a0e77c923a,0.052054126
21,00b9dbff0bfdf530b5cd3ad28ca8e981,0.06411436
14,00baa8960e771066b3929d8d121e5770,0.2110008
16,00bb0d62470340c81cc56348abe47b51,0.5236363
17,00bceed348272898634633a39a24c765,0.19714592
15,00bde0f34ee065989b7a816c80e191ce,0.025543611
10,00bf11cf3da869516c332fb98a52713e,0.31175265
11,00c05e46dac14fb20bdf8f9f0e58be17,0.022475747
5,00c09ea30d0bcb24b51a78628655f1f1,0.78305465
6,00c0a22f61b1b165d773997909a28f71,0.03970233
18,00c16cb2394a932c094c401c15c45c4d,0.29898378
7,00c236ddc7a2d44f8d15de2d7304cb75,0.015374682
17,00c38840def1d65ac83b21a8208693fc,0.54446036
19,00c3ce653208ea79060d3f076157fea6,0.05519238
8,00c53dcce81a8ba2428ee204ecd68185,0.31664118
9,00c57056a3a3b656fe7a0321fef871a9,0.14108035
16,00c636c3cb406c9403f81a0ab8286a9d,0.7226108
12,00c664a1dcb04fbc5ae86ab50a10f77e,0.29042682
18,00c797e69c59bbfaca62c4fb19cc6b85,0.05406724
13,00c7ef258302fc8c20df1de4ad0b962d,0.04235977
11,00ca7c1bdccd3a1eaeb9125f96b470cf,0.38113546
20,00cc3e15a0f2aad83d53752c10fbd2e3,0.02537077
22,00cd4a26a4b6db4736b447d93863b18f,0.024491841
17,00ce7cccc7b8c9639860ffa19e355254,0.015784316
10,00d143869adaf263057fb533b7c1d61e,0.18804848
12,00d19cf6a766f7060f13448eb258f6d7,0.28640702
18,00d37d5360716660f7f51b14053d4c8d,0.19268443
23,00d3ce1d4f01f0f497e4d4d369cbaf1b,0.122464664
19,00d444d44957085b14c7078ca6793f26,0.8438111
20,00d8fec40695a9d9da87c86003869f29,0.26879615
15,00db47ab7c8df3bdc549ab89e1c2e904,0.02493131
14,00dbb1cc42124292b3998ebcc0134943,0.4960865
19,00dc2e63f26f7dcb35340c72935dae2c,0.86059684
16,00dee1252a694975244cfdbabeb6e46a,0.19203517
17,00e03b46749b190b0a8602d9c32dc231,0.017293792
21,00e4b9e7c0e261f615ca02578e47de14,0.1944004
13,00e5afed4af58cd2d8818583c5697116,0.114846446
24,00e80be5bd7c9bb30954959ec371b1fc,0.4109
11,00eb06a8d48130e32b8b465bdbd96df7,0.29495844
20,00eec152d2ffff48b4fe1202ee265f60,0.29806158
21,00f282dfd3362865b4612da162ceff71,0.3464749
21,00f3ac0f0e8def1b6704f0af4144668b,0.9450978
22,00f4c279a319992cb29bff72dc16045e,0.043623175
12,00f4d3339d5d2eaad3aa085385ed2fc6,0.06966725
22,00f53907dc82050dbf3314dfb5e0aec1,0.28308865
25,00f5aecb9b058eebbe7f90aa3e86b60f,0.0055809203
14,00f6679a76e9cc7a79146a14336b6349,0.1321053
11,00f678b9c8b689b48b7ae3edc0d9566c,0.24558827
23,00f83db3c40ce4941a6ec9781803d83a,0.045088917
12,00f96c3786f8487ac1fb66fdbfd0d314,0.07704247
23,00f9f159507a6a1fc28378a70c170ce1,0.05366717
22,00fae8510bd2b149bd4ec77598382e4d,0.0825868
13,00fd343e99d6a93f719b6580394a64a7,0.7599403
24,00ff41de2fab610efb3a2a0a1e6a525e,0.020771844
13,0100f1e9d8207a46ebc89b48173d7804,0.088075705
18,0101e9c1de9502b14054fe7e08a97301,0.0127210785
23,0103339ec2be7d31d5b6ce544e22de72,0.054505914
24,01038b3c68f64a439322619445685903,0.28909823
15,0104f78977bad82cdfa8e3e9a7aee366,0.03845194
25,0105890a2f1f0214585c3888aebeae30,0.85087734
24,0105958355ed34ecb88d8089f61d65ee,0.061462462
25,0105e27c0ad772415bbac699ddd4ef31,0.009338891
14,0108caaa0e24e132653b70b9da487402,0.6756153
19,010fe9b243ec235d7fcbda0c85c73d50,0.02100426
15,0110c30ab2ba888a43cacbfb16b7cd97,0.28247958
26,01129ebcec5b5cecf1383617d06dbe61,0.6220233
26,011362d80367aa2902e85b2c7dfb3815,0.027723564
15,011369beb2e171a204a2d7ffe86fcda9,0.020428836
26,0113f87f63fea04eb877b7dccb9164d6,0.7354738
14,01141846bba730c8933a3e536a194407,0.059000757
16,01157a87ec6ae63b8ad5b562ab267fac,0.7050144
20,01179e527d1a629ec0309c9ce714726b,0.1233151
27,0117c95e850a62ec44ea8893056ecfef,0.5784881
27,0117cae93297a7f66c5f58867a7baa8e,0.47989717
15,0118c2f1cfe6c8061284a364e7b911fb,0.24731207
21,0119380356f76ff0274ac3bfe361a294,0.9084784
22,011a97436388f2cb59bd3ac5c87f9c23,0.011560908
16,011be2a3cb9f5f6d9cbb31bddb9d381c,0.31645253
16,011c5523dbbec44679fe542c50eeb282,0.13600136
28,011d257435de62a829c1d2c79bb2d23f,0.19145486
17,011e66f3060a2b317c88fefeb12f880a,0.05116231
18,012095c0322d76b3f70bf59dc95cc628,0.5915438
27,0120c63cb633cc17c0488d945a238679,0.52851343
28,0121e898cd080775c94127708be5fa35,0.21910776
17,01248242101dc2a963bfab3b6fcdec42,0.2023185
18,01248c3d45ab196ca920fbed2ba533aa,0.16071017
19,012707feb1714a0a5052d664898c371b,0.17641942
19,0127a7fab1a1e2759c3b55755dbc0144,0.91134536
16,0129be0c2613520f29527881dc11dae4,0.24925216
25,0129ee48f1a482fa65d890e203ef2f58,0.0924222
17,012a1db94139fe69701fc5905e40d5cc,0.07137277
17,012a5163d643359a9419435f17439caa,0.06450178
17,012b0d44cfbdc570e580683e0d293f3a,0.018566247
29,012d779df2755616e564d637f5578e17,0.012266064
30,012db66bd0c3f638a095f5cc21b4a505,0.028726205
20,012ebdb4c1bf3d01370446c4bc6eb59c,0.15514168
18,012ebe9a6e1761c64c13ea6375a33b4a,0.024122661
23,012f7033e5adfa827853d0592482b7d8,0.27048874
19,01304d67cd20f5743124e3fee4a9a269,0.07129249
21,01307772476d9751cacda4635f75f99a,0.038639657
28,013245b5b40336258c4af105791b0405,0.030854393
18,0132d1c6c97f76e9219a0c6cef04cd31,0.42895094
18,0133c7e7efd5f8e28281c825cba301f6,0.026525605
20,013493db180f2f8f53d8fe3aabf10660,0.03821722
21,0134b674f98c020341ee9c9298c558db,0.89398384
29,0134c1dd20ac87b13aa21394a57c5dcb,0.040342886
26,013500ae273c0c641884ba7e2fd96047,0.14714578
29,01365e65b4ef9881e29ba4541ff7c837,0.41366392
22,013778e26384caee7f7ff3c986ab1f40,0.26881486
19,0138b5af458b908474f5427e85c8aebc,0.06844602
20,0138d1d32348eddc93422e090ba3b169,0.100391164
21,013aecfd14b2680cde44af2716882f1f,0.22275433
19,013bec1afeb7051913c988f488dfa5f8,0.30383384
20,013d84ca20590e901c0e38cc5fcf38c2,0.038156666
30,013e19d42416777e69460ae0f260c193,0.2503699
21,013e26f81ad4ee2659da3cc035ca5ed0,0.72731376
30,013e31eedc1f60c2c5167b1d08870154,0.019537019
22,013e823dcd50f73abd73f16c0d96fb17,0.08458646
31,013fd281761a7cfd5971b205b7cb221d,0.70851237
24,014591d03e466af2d3becbb36d5934ad,0.023236437
20,014618667125932127bc13a877ff54c3,0.19835116
23,0146e2ff1ad8421ec98ecd0bcb1ddc8b,0.3518989
25,014743e144cc0e3e3931b50334162394,0.015080468
26,014a5045e3359bfcb0b1157f0a11d561,0.16668402
24,014b04095edb65a19a64bd51efbf0b0e,0.1088615
23,014b946b33d2fd782f52d6d7c4ba2fb3,0.93474066
22,014c7622d54466bf4e3de06c068f3ce1,0.22022475
27,014cd82bc70c00df6212e77d9e0a807b,0.01661405
31,014d0e852b584a6ef60e8b208ba01650,0.10735052
32,014d1a796c831bb2409e33902021c468,0.009566518
24,014f6065eba897039b2af780e3320ac0,0.116359055
25,014f96c80c1accb029ec3a50a14ddadc,0.21045437
32,0151525f7bfb0d8998ab4b58943c3a30,0.033741158
21,0152a8297a704d97af37221609390303,0.014017683
23,0152e951e4e1c0517a040371ed3cc17e,0.22642843
27,01543ff27bdc6f2c61c78154a6ebfc6b,0.01433562
24,01555b4ae6b212e04330b43a872899d8,0.02399589
31,015576e5bc552d5d26e926c6c8056424,0.060026646
28,0155b94db8f34a68fdfbd98a4867594b,0.046278335
22,0156d0026443e93267a07cede4205ae1,0.3715747
32,0157aca1a3b6966d4251cb0c1a55d130,0.37858433
25,015c8b8654428533d012a81ed55254ed,0.2527746
29,015e38555f3cef4f896db4dacfe08152,0.017925993
22,015e91538366678bd043c1f79a1977af,0.3054567
33,015f4d2f39f3cea90b9e4ea24aac0e31,0.014577916
34,015f652a574821653af17128729ae868,0.37955165
35,015ffaf9c4dd807bbb566c43d016ca9f,0.3357286
36,0160aa90a4e6ad1510d5aa48a34fb696,0.103240825
25,0160ff212f7026b45544a64c1ae29daa,0.34060583
23,01624d9daf7c9026c6c67c31e25fd088,0.8815514
33,01627d466979f93331546813e8e554a2,0.66104513
34,0162a2c75cec0e3b96f7aba6fcc5b487,0.3034981
24,01642ed975dabb80f74eb0928d909fb4,0.3948426
26,01650a28faf761b991ed28c14e550106,0.12606004
28,0166606aedbab7dcd5ba2e5ac02d9250,0.10317883
29,016903d94dfa6806a0acb81eb011a5ca,0.08495768
35,016966b1407941a8e9ab630f8b8a5e50,0.92976725
23,016974bba6afb21adabd61df69d69592,0.18494414
26,016c8e14f3adbd58b9cf01e780449d1b,0.040793333
30,016cddfa645d2dc3962498d47ffe623e,0.041184504
30,016cf99e4ce172bf7c3ccc50203766bc,0.028607786
33,016d61c11a7303c6af07685eeeb152f2,0.2727129
36,016dcdf9795bf0331c762da3cacde412,0.056237713
24,016f13e8ceb1ecdabb46a19bd126a767,0.023288796
34,016f1bc272c32459f6c82217d1e41cfb,0.2963869
37,0170088162f058863e2523994a34b46b,0.08106158
35,0170c892470744567257a658fd3e9d39,0.90089196
37,01711bf24668c047656fef8d8992d7f9,0.6308365
38,017122622d1bda25850d679dfc444c8a,0.7560063
25,0172ddaa16a1176569f751cff5104a9e,0.008757508
27,01736adea2bf385c3af5fcbee7956547,0.41270787
38,01738c66e51371c436f038cedb4291ab,0.015718186
28,0174e2edc30c1fca0118673b2f739440,0.124749124
27,0175cfdc7312323b1c88a5525b91edcf,0.08376243
31,0177eb286c368c7ff0081665fc01082c,0.024934199
28,0178350e303fc50ac270da78f0a1ee49,0.5662027
25,0178f885229457e18350e8487afd138d,0.3323647
26,0179701ef9eafa2524fd3bcea644c748,0.013564588
26,017db4120507ec8d7c55baecd6d097aa,0.40010962
39,017ea2856cf70afe30c4116ecf0266b8,0.11678964
36,0180a89efeda2329c011bf95666d03c1,0.88337463
29,0181971a23e8a07d0bc06fbd59a32200,0.67483026
26,01828059f864403edca48ed44f67c5b4,0.06883779
27,01830aa2512ae79ee46e8207e9688d5a,0.24651831
27,01840044718239dc1b04d48e473222c4,0.87766486
30,01840229c27d3abc4fff4c24527894fd,0.050481893
29,01862dab7b8cc45046d0c7ee1935543b,0.72847986
31,018a6bd3d23bf7dbd92542fe223dca20,0.033140507
28,018b11ba9785d5cb945ec3e903dc9faf,0.01393199
37,018b7eaebe625bcbe51e4daa38d93a52,0.05626003
32,018ec20bfa0dab4e4e87936ae91c8296,0.40845233
32,018f3cb4864c508fbe6549ec9857b251,0.027853452
30,018fa6d369d493e8529c5e91874cb219,0.6915114
31,018fab40cf829e2b67135a43231aeeaf,0.0658498
38,0192335ae97856444c2c7d66a53af78a,0.031462204
40,01927ec349ed9f1ad65128066b427c79,0.6548543
29,01935603e0f6b1f77bf0a3e5e66dab29,0.011773466
39,019387c3d0c2de76aa33e33cd1fe1dc2,0.6205652
33,01946ee312b86eae5faf5381a65bbe60,0.2974389
32,0194ae12d9222bfd3e7826840ca3b814,0.88773656
40,0194d39708547f0261a4be78ca52e267,0.41815707
41,01960263a50f9a1ce07579983aa6a2d8,0.06822686
27,019750b4a46d9fe9ab725517e2eb58ce,0.32743675
39,01979298f437e1b357a6a0bbf8701820,0.87267685
31,0197b7831dd885c1db965038347fd70e,0.48396134
42,0197caa042d46d8cb69cc54acc133382,0.41968054
40,01996de64bd88768970835ad2bfa6512,0.021085974
30,0199ef85e90f296564597abbaca88b99,0.0724102
34,019c804b39277ba2c47370362e04275b,0.053329423
31,019c972edd37397ebb5df482863b8a89,0.2553257
35,019d116a61f10eeef5e0d1eb3f721527,0.2549343
36,019e40efed83ace0a2ffcf01be8e2edc,0.015647767
33,019f109a2b826179cf2e8d96ff860fa8,0.9116628
33,019fa575a9d8c9a1a47a6efd1120913e,0.057122182
41,01a04a0375e7658e500a4b96727dce91,0.13490392
32,01a0d790a33a9cc85160bb40c87362ef,0.020469693
32,01a24729970e3512dd849783416ba626,0.47461873
37,01a3c3fc7863a6db4cbb3684324ecdad,0.029978959
34,01a40f485a36cee06db091bbf58d02dd,0.012010692
42,01a45aa3a25f1d1e2a712cfb92e7f941,0.5092847
28,01a53d44a303ead36d90375921cc2471,0.04188864
38,01aa05f443d7d7bb45c1737f219b1f2d,0.03224355
41,01ac77ce2cd3d26e33a6ee81eb9f5042,0.011086148
33,01ad57250a38831227c88ff31d410fa3,0.25203025
34,01ae7cf675fec03fd8e16b1488fa2a2f,0.1523081
33,01b0c9591def520afec2f2a511ac6c97,0.07003805
34,01b0d3749ec41eaad4d9a3e37d0ef6f1,0.78880703
43,01b1b21987a00b2816da75f630f214f0,0.3149124
39,01b1c1fec08d919ebde25cd491f8c0db,0.01787028
40,01b45b66b08163ae3f57f30bdf86804e,0.25439882
35,01b48a48030a2f9859832e13f2b72f33,0.20910947
35,01b5d3039e6400ec1933f3b54c3a7e17,0.2576216
36,01b6647f150832bd5b9080b90c5b1694,0.008712934
44,01b6f56f90b59c8cc3d830680d18db61,0.08785741
36,01b90f7eb28a7383439c41eb61cdbbfd,0.12316911
45,01bbf527d03846e03c04d1566726b547,0.90858626
46,01bd6a4a4750f3e6e93af0a8b22cf7bc,0.15852591
37,01bd94a0de82c68ebea242c033fcc0f7,0.3750711
41,01c1a46fd744e39e424432fff1c72a08,0.09822502
29,01c1c2c4e80413edd5f1c9e9476cab65,0.18140636
42,01c209e6cb79429ff9435209d6bd9a61,0.055052314
30,01c315c16c8790a026bab4c37340ef4b,0.065199174
47,01c507cbdd600e4e3ce9f4825cff0235,0.0732664
35,01c564d8975f2c94753715d50eca2bd9,0.07308572
38,01c5bfae9e62d2a88b6f45e4b14d2424,0.22654991
42,01c92bc83d8510170d12f18f8ca5538a,0.05170142
39,01ce7947ce66d346b5ce44e0e5182a53,0.14689304
31,01cf2e4d5bad2e52fc926fec943c4f67,0.4465227
32,01d3bcd2cab6df50abd93ad4eb17bb25,0.034944788
37,01d3ec17f87e2f0ba4b948ce87fefea6,0.0130821485
36,01d50ea8bf428a581a22cfedb46537fa,0.029045219
43,01d5b6dfd568186690599a71623b516a,0.051175766
33,01d964e69f782b6f32fab7a9d8d67da6,0.40368506
37,01da40cd426ab78055b592b48af41146,0.011889526
28,01dbfe33539f6bc631e415c190b106a6,0.30305675
44,01dcfeb64c833ad415011474ed578786,0.018488575
43,01dee1d6b8a6bad9e4f118d7d87c6465,0.5651832
34,01df57340568e4afba62b14a2d36ab85,0.04304136
45,01e092140390080c45e81e58666ae3b4,0.016928956
34,01e0ff752d50e05137fe4cb593602b54,0.6535274
48,01e1063c870ac66a05c5a277a9e6444f,0.084172934
40,01e16a68f21d6737ee10d050b78d51e7,0.437329
43,01e22ca7049e64134e9be0ded51a4bb9,0.041536007
46,01e243e05ba6d403d064308d9f1a4770,0.25647587
29,01e3c3bd8711e7ba093c9d3a346ec3ec,0.09832102
44,01e3d311e368a16da63d1033e0003b65,0.66517437
45,01e5015fc56c4c794d3288a371040966,0.52469957
35,01e7c9e28e81bff700c134c8a511bd63,0.20164773
46,01e83a89ef580564173783ef0801bd4a,0.20480633
44,01ea14ff26a3fe2fbfb1f9e730bc6d9e,0.2123705
38,01f3b73203ffe5fc04c419cd5acb5510,0.010626906
47,01f40baaebbf7e022ed3a2f4ea23ca2a,0.103781104
48,01f4eabe3455864d8c68f0d8b51aa9d2,0.05009017
36,01f4f49460726cd1c0692a4ddfa822e3,0.47723854
39,01f54073151475e5dd0f7e4374c89cd6,0.016566163
45,01f97d762cacc406d1771c3f533e571f,0.33830568
49,01f9b029912e724af1667c80fe72b583,0.009062211
35,01fa5f3167b60edad08ef6b3dd679576,0.17540097
46,01fc678b803c535b44fc44eb81202d48,0.25194335
47,01fd36b49bf412f2ef3dd75fc3d34356,0.29958826
30,01fe1e900a5c06e1d1a5747657e142d8,0.6067352
31,020102cb5b2cbde3f639d9ba7e15c9f3,0.073917456
38,020200a4fad2fa24e46cc1008dfbf1fb,0.05553783
48,020273c5f477fd903889a8909cf4413f,0.18779898
36,0202f312a38f2e928cfe22a61f2462c5,0.057456445
32,020711969f9bebfd67607e0d946939d9,0.016670743
39,020ac13b8e2f792a75e0b5e58d778702,0.047132306
47,020ba1bf25f0a9079174e0685423d1b2,0.8452152
37,020c0ceadc363e21b7081801e8c9a706,0.03777725
50,020dde7a07ed397d8732ca1ac02183dc,0.117249295
40,0210715f4011310981d7aba28c060f03,0.05009876
40,0210f19a4c9b4f403434ed1490abc5be,0.15953025
37,0213a778601e6cdde1e970f04856f1b5,0.10214868
38,0213b95438454b5d568716cf4d42e062,0.13424827
49,0215f44fdc5954ce730f42b6ea4579c5,0.25221816
39,02161ab5cae8fed7a640f0f0b877d7ed,0.041854322
33,0216a9ba6139fbe5eee14cd2e299f7c1,0.51582366
48,0218556ff8ca6267f347c342430ba420,0.5496844
34,021944a6bed1c84533d4dce82608d9f2,0.018316338
41,0219756973c7bb705a5b0eff532aecae,0.35552433
41,021b5f68bcafab9c52ccc5984549fc7b,0.12848705
40,021c04ab0268d2c82ba257e9efc13058,0.4732078
41,02207302479976752bc413ea0acbdb36,0.044090703
42,02237982541c1132a843f214cbeac555,0.014869397
41,0225c027514fa80b285829dba20b718b,0.4822157
35,02260a891762cf9f190d0bda429a694a,0.07991659
42,0226dc160b0f33d8f66f8d021e615035,0.013688051
43,0227e22847342d0eaeb34a5466300068,0.013600562
49,0229a4c54f059dea43d7d2efcabd1824,0.01840118
50,0229d641a9e5fddb808e56bbbe440f9f,0.02069327
38,022b0d3fdda6f635e1045ff3d8b53a2d,0.085309006
50,022fb416c5fdfc9694a3c2fa303b28e3,0.8706356
42,0231499793520e26fedbdf7e6e0a910e,0.70427436
44,0233350460f5cfecc1ae8823a74cf7a1,0.056548808
42,0235c4161a52c1496dd47b7bd679fb84,0.07703832
39,02369191471e494a8d01fa990e9f7faa,0.9326037
43,0238e617847668f86d11b7df6b1dd9d6,0.25401872
51,02392562cade063c44fa303f9b5b7ff4,0.057933047
40,0239c2a6c8b12eead3c7df5c89d49375,0.5799993
41,0239f07425a6b7321beb7aa42f20f5a3,0.8916735
49,023f474a00d8232139ff43668e4afb02,0.014575709
43,023f8499b75843c7174bdd4a3b9fe65c,0.043308973
44,023faacd77b7a583ac3d47706f3f69fc,0.0680185
50,0242071feb96c46d4317f6bc8141569f,0.90383065
42,02436489e1bb20cfb39e54844c4737d1,0.07624735
51,024ac6028ddd99163a21eba2001e6ca8,0.61603063
52,024bbcb99f0e4279d0a55650f47ce59c,0.042892773
45,024c0b9a707713a6c0d79477c64ccb59,0.030336838
43,024d03d3203c2a832460b52eb1936efd,0.1752901
45,0250e84376315f13341b57b1c2177cf1,0.041523747
51,025365b16b2389a5cc60f89955c7810b,0.20115666
46,0253bea92ff53d6304de76df4b935c1e,0.033587214
52,025a241a22717c5359dd12446acc6a10,0.048411906
44,025b70ef5fb2fb2f45b189da17c8344c,0.038806945
43,025d274852aa2ac52314e0b5cdfde2d5,0.18452457
53,025e870504313245fcc3268497197849,0.116497785
47,026094156fa3e5e178339ef77b91b78b,0.055495065
46,02621d68b5c15f3d80ba776090a42ddb,0.028530834
51,02632cd83d4ab7678a8436049cb49174,0.1784958
44,02647a3dae7e6737861d42e6066eb737,0.018550826
